image_link,description,subcategory_title,category_title,english_description,english_subcategory,image_filename
https://kamondb.com/wp/wp-content/uploads/2019/10/永井梨の切り口.jpg,永井梨の切り口,梨｜なし,plant,Nagai pear cut,pear_none,plant_pear_none_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-26.gif,石持ち地抜き梨の切り口,梨｜なし,plant,Cut pear without stones,pear_none,plant_pear_none_9.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/陰梨の切り口.jpg,陰梨の切り口,梨｜なし,plant,cut of pear,pear_none,plant_pear_none_10.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/糸輪に三つ梨の切り口.jpg,糸輪に三つ梨の切り口,梨｜なし,plant,Three pears cut into a thread ring,pear_none,plant_pear_none_11.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-22.gif,中陰梨の花,梨｜なし,plant,Nakain pear flower,pear_none,plant_pear_none_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/5-24.gif,梨の花,梨｜なし,plant,pear blossom,pear_none,plant_pear_none_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ盛り梨の花.jpg,三つ盛り梨の花,梨｜なし,plant,three pear blossoms,pear_none,plant_pear_none_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ割り梨の切り口.jpg,三つ割り梨の切り口,梨｜なし,plant,Tri-split pear cut,pear_none,plant_pear_none_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/糸輪に豆梨の切り口.jpg,糸輪に豆梨の切り口,梨｜なし,plant,A cut side of a bean pear on a thread ring,pear_none,plant_pear_none_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-34.gif,五つ薺,薺｜なずな,plant,five yam,sachi_nazuna,plant_sachi_nazuna_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-29.gif,八つ薺,薺｜なずな,plant,Yatsuyagi,sachi_nazuna,plant_sachi_nazuna_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/雪輪に六つ薺.jpg,雪輪に六つ薺,薺｜なずな,plant,Six strawberries on a snow ring,sachi_nazuna,plant_sachi_nazuna_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-35.gif,三つ葉茄子,茄子｜なすび,plant,mitsuba eggplant,eggplant,plant_eggplant_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-30.gif,丸に葉付き茄子,茄子｜なすび,plant,Eggplant with leaves in a circle,eggplant,plant_eggplant_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-28.gif,五つ茄子,茄子｜なすび,plant,five eggplants,eggplant,plant_eggplant_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-27.gif,三つ追い茄子,茄子｜なすび,plant,Three eggplants,eggplant,plant_eggplant_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ割り茄子.jpg,三つ割り茄子,茄子｜なすび,plant,Three-split eggplant,eggplant,plant_eggplant_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/変わり茄子桐-1.jpg,変わり茄子桐,茄子｜なすび,plant,unusual eggplant paulownia,eggplant,plant_eggplant_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-36.gif,撫子,撫子｜なでしこ,plant,Nadeshiko,nadeshiko,plant_nadeshiko_16.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-31.gif,丸に撫子,撫子｜なでしこ,plant,Nadeshiko in a circle,nadeshiko,plant_nadeshiko_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-29.gif,山口撫子,撫子｜なでしこ,plant,Yamaguchi Nadeshiko,nadeshiko,plant_nadeshiko_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-28.gif,三つ盛り撫子,撫子｜なでしこ,plant,Three servings of Nadeshiko,nadeshiko,plant_nadeshiko_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/5-25.gif,三つ割り撫子,撫子｜なでしこ,plant,Three-split Nadeshiko,nadeshiko,plant_nadeshiko_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-23.gif,糸輪に豆撫子,撫子｜なでしこ,plant,Mamenadeshiko on the thread ring,nadeshiko,plant_nadeshiko_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/7-22.gif,割り撫子菱,撫子｜なでしこ,plant,Wari Nadeshiko Rhishi,nadeshiko,plant_nadeshiko_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/8-22.gif,秋月撫子,撫子｜なでしこ,plant,Akizuki Nadeshiko,nadeshiko,plant_nadeshiko_6.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/陰江戸撫子.jpg,陰江戸撫子,撫子｜なでしこ,plant,Yin Edo Nadeshiko,nadeshiko,plant_nadeshiko_7.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/陰三つ割り撫子.jpg,陰三つ割り撫子,撫子｜なでしこ,plant,Yin three-split Nadeshiko,nadeshiko,plant_nadeshiko_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/糸輪に覗き江戸撫子.jpg,糸輪に覗き江戸撫子,撫子｜なでしこ,plant,Edo Nadeshiko peeking into the thread ring,nadeshiko,plant_nadeshiko_9.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/陰撫子.jpg,陰撫子,撫子｜なでしこ,plant,Indeco,nadeshiko,plant_nadeshiko_10.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/中陰三つ割り撫子.jpg,中陰三つ割り撫子,撫子｜なでしこ,plant,Nadeshiko with three middle genitals,nadeshiko,plant_nadeshiko_11.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/捻じ撫子.jpg,捻じ撫子,撫子｜なでしこ,plant,Nejiji Nadeshiko,nadeshiko,plant_nadeshiko_12.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/浮線撫子.jpg,浮線撫子,撫子｜なでしこ,plant,Ukisen Nadeshiko,nadeshiko,plant_nadeshiko_13.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/撫子枝丸.jpg,撫子枝丸,撫子｜なでしこ,plant,Nadeshiko Emaru,nadeshiko,plant_nadeshiko_14.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/葉付き撫子.jpg,葉付き撫子,撫子｜なでしこ,plant,Nadeshiko with leaves,nadeshiko,plant_nadeshiko_15.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-37.gif,三つ葉南天,南天｜なんてん,plant,Mitsuba Nanten,nanten_nannan,plant_nanten_nannan_7.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-32.gif,丸に三つ葉南天,南天｜なんてん,plant,Three-leaf southern sky in a circle,nanten_nannan,plant_nanten_nannan_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-30.gif,南天桐,南天｜なんてん,plant,Nanten Kiri,nanten_nannan,plant_nanten_nannan_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-29.gif,対い南天,南天｜なんてん,plant,Opposite Nanten,nanten_nannan,plant_nanten_nannan_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/5-26.gif,三つ追い南天,南天｜なんてん,plant,three-way southern sky,nanten_nannan,plant_nanten_nannan_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-24.gif,南天胡蝶,南天｜なんてん,plant,southern butterfly,nanten_nannan,plant_nanten_nannan_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/抱き南天.jpg,抱き南天,南天｜なんてん,plant,Dakimakura Nanten,nanten_nannan,plant_nanten_nannan_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/向かい南天菱.jpg,向かい南天菱,南天｜なんてん,plant,Opposite Minamitenbishi,nanten_nannan,plant_nanten_nannan_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/亀甲形三つ割り南天.jpg,亀甲形三つ割り南天,南天｜なんてん,plant,Tortoiseshell-shaped three-part southern sky,nanten_nannan,plant_nanten_nannan_6.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-38.gif,束ね萩,萩｜はぎ,plant,Bunched bush clover,hagi,plant_hagi_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-33.gif,抱き萩,萩｜はぎ,plant,Dakimakura Hagi,hagi,plant_hagi_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/萩の丸.jpg,萩の丸,萩｜はぎ,plant,Haginomaru,hagi,plant_hagi_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/抱き割り萩.jpg,抱き割り萩,萩｜はぎ,plant,Dakiwari Hagi,hagi,plant_hagi_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ芭蕉.jpg,三つ芭蕉,芭蕉｜ばしょう,plant,three basho,basho,plant_basho_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に並び芭蕉.jpg,丸に並び芭蕉,芭蕉｜ばしょう,plant,Basho in a circle,basho,plant_basho_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-34.gif,三つ割り芭蕉,芭蕉｜ばしょう,plant,Three-split Basho,basho,plant_basho_6.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ追い芭蕉.jpg,三つ追い芭蕉,芭蕉｜ばしょう,plant,Mitsuoi Basho,basho,plant_basho_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-39.gif,折れ芭蕉,芭蕉｜ばしょう,plant,folded basho,basho,plant_basho_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/中陰折れ芭蕉の丸.jpg,中陰折れ芭蕉の丸,芭蕉｜ばしょう,plant,Broken Basho circle in the middle shade,basho,plant_basho_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/二つ折れ芭蕉巴.jpg,二つ折れ芭蕉巴,芭蕉｜ばしょう,plant,Bi-folded Basho Tomoe,basho,plant_basho_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-40.gif,蓮の花,蓮｜はす,plant,lotus flower,lotus,plant_lotus_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-35.gif,中輪に蓮の花,蓮｜はす,plant,Lotus flower in the middle,lotus,plant_lotus_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-31.gif,丸に蓮の葉,蓮｜はす,plant,lotus leaf in a circle,lotus,plant_lotus_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-30.gif,細輪に五つ蓮の実,蓮｜はす,plant,Five lotus seeds in a thin ring,lotus,plant_lotus_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/割り蓮の花.jpg,割り蓮の花,蓮｜はす,plant,lotus flower,lotus,plant_lotus_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-41.gif,七宝に花角,花角｜はなかく,plant,Cloisonné and flower horns,hanakaku,plant_hanakaku_22.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-36.gif,丸に七宝花角,花角｜はなかく,plant,Cloisonné flower horn in the circle,hanakaku,plant_hanakaku_23.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-32.gif,柏七宝に花角,花角｜はなかく,plant,Kashiwa Cloisonne with flower horns,hanakaku,plant_hanakaku_24.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-31.gif,外割り七宝の中に花角,花角｜はなかく,plant,Flower horn inside cloisonné,hanakaku,plant_hanakaku_25.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/5-27.gif,五つ割り七宝に花角,花角｜はなかく,plant,Five pieces of cloisonné and flower horns,hanakaku,plant_hanakaku_26.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-25.gif,花角,花角｜はなかく,plant,flower horn,hanakaku,plant_hanakaku_27.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/7-23.gif,尖り花角,花角｜はなかく,plant,pointed flower horn,hanakaku,plant_hanakaku_28.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/8-23.gif,鬼花角,花角｜はなかく,plant,Onikakaku,hanakaku,plant_hanakaku_29.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/9-22.gif,四つ目形花角,花角｜はなかく,plant,four-eyed flower horn,hanakaku,plant_hanakaku_30.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/10-22.gif,六角鉄砲花角,花角｜はなかく,plant,hexagonal gun flower angle,hanakaku,plant_hanakaku_31.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/11-22.gif,中陰花角,花角｜はなかく,plant,middle shade flower angle,hanakaku,plant_hanakaku_32.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/12-22.gif,四つ割り花角,花角｜はなかく,plant,quartered flower horn,hanakaku,plant_hanakaku_33.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/13-20.gif,四つ尖り花角,花角｜はなかく,plant,four-pointed flower horn,hanakaku,plant_hanakaku_34.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/14-20.gif,三須賀花角,花角｜はなかく,plant,Misuka Kakaku,hanakaku,plant_hanakaku_35.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/15-19.gif,花角崩し,花角｜はなかく,plant,Hanakaku break,hanakaku,plant_hanakaku_36.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/陰花角.jpg,陰花角,花角｜はなかく,plant,Yinhua corner,hanakaku,plant_hanakaku_37.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/陰亀甲に花角.jpg,陰亀甲に花角,花角｜はなかく,plant,Flower horn on dark tortoise shell,hanakaku,plant_hanakaku_38.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/花付き七宝に花角.jpg,花付き七宝に花角,花角｜はなかく,plant,Cloisonné with flowers and flower horns,hanakaku,plant_hanakaku_39.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に花角.jpg,丸に花角,花角｜はなかく,plant,Flower corner in a circle,hanakaku,plant_hanakaku_40.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に割り亀甲に花角.jpg,丸に割り亀甲に花角,花角｜はなかく,plant,Divided into circles and tortoise shell with flower horns,hanakaku,plant_hanakaku_41.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に亀甲に花角.jpg,丸に亀甲に花角,花角｜はなかく,plant,"Round, tortoise shell, flower horn",hanakaku,plant_hanakaku_42.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に向かい割り亀甲に花角.jpg,丸に向かい割り亀甲に花角,花角｜はなかく,plant,Split tortoise shell and flower horn facing the circle,hanakaku,plant_hanakaku_43.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に蔓花角.jpg,丸に蔓花角,花角｜はなかく,plant,vine flower corner in a circle,hanakaku,plant_hanakaku_44.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/隅切鉄砲菱持合三盛亀甲花角.jpg,隅切鉄砲菱持合三盛亀甲花角,花角｜はなかく,plant,Sumikiri Teppo Hishimochiai Mitsori Tortoiseshell Flower Horn,hanakaku,plant_hanakaku_45.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/隅立て四つ割り花角.jpg,隅立て四つ割り花角,花角｜はなかく,plant,Quarter-shaped flower corner,hanakaku,plant_hanakaku_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/剣花角.jpg,剣花角,花角｜はなかく,plant,sword flower corner,hanakaku,plant_hanakaku_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ盛り亀甲に花角.jpg,三つ盛り亀甲に花角,花角｜はなかく,plant,Three-sided tortoise shell with flower horns,hanakaku,plant_hanakaku_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/三条花角.jpg,三条花角,花角｜はなかく,plant,Sanjo Kakaku,hanakaku,plant_hanakaku_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/四つ割り菊に花角-1.jpg,四つ割り菊に花角,花角｜はなかく,plant,Quarter chrysanthemum with flower horn,hanakaku,plant_hanakaku_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/糸輪に三つ盛り亀甲に花角.jpg,糸輪に三つ盛り亀甲に花角,花角｜はなかく,plant,Three pieces on a thread ring and a flower horn on a tortoise shell,hanakaku,plant_hanakaku_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/持ち合い三つ盛り亀甲に花角.jpg,持ち合い三つ盛り亀甲に花角,花角｜はなかく,plant,Three-piece tortoise shell with flower horns,hanakaku,plant_hanakaku_6.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/持ち合い四つ七宝に花角.jpg,持ち合い四つ七宝に花角,花角｜はなかく,plant,Four cloisonne jewels and a flower horn,hanakaku,plant_hanakaku_7.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/滋野井花角.jpg,滋野井花角,花角｜はなかく,plant,Shigenoi Kakaku,hanakaku,plant_hanakaku_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/七宝に鬼花角.jpg,七宝に鬼花角,花角｜はなかく,plant,Shippo and Onikakaku,hanakaku,plant_hanakaku_9.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/七宝に反り花角.jpg,七宝に反り花角,花角｜はなかく,plant,Cloisonné with curved flower horns,hanakaku,plant_hanakaku_10.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/星付き七宝に花角.jpg,星付き七宝に花角,花角｜はなかく,plant,Cloisonné with a star and a flower horn,hanakaku,plant_hanakaku_11.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/太丸に持合三盛り亀甲に花角.jpg,太丸に持合三盛り亀甲に花角,花角｜はなかく,plant,"Thick circle, mochiai three-mori tortoise shell, and flower horn",hanakaku,plant_hanakaku_12.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/太中陰花角.jpg,太中陰花角,花角｜はなかく,plant,Taichuyinhuajiao,hanakaku,plant_hanakaku_13.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/鉄砲亀甲に花角.jpg,鉄砲亀甲に花角,花角｜はなかく,plant,Flower horn on gun shell,hanakaku,plant_hanakaku_14.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/徳大寺花角.jpg,徳大寺花角,花角｜はなかく,plant,Tokudaiji flower corner,hanakaku,plant_hanakaku_15.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/浮線綾花角.jpg,浮線綾花角,花角｜はなかく,plant,Floating line Ayakakaku,hanakaku,plant_hanakaku_16.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/平四つ割り花角に花菱崩し.jpg,平四つ割り花角に花菱崩し,花角｜はなかく,plant,Hanahiboshizushi on flat four-split flower corner,hanakaku,plant_hanakaku_17.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/変わり浮線綾花角.jpg,変わり浮線綾花角,花角｜はなかく,plant,Changeable floating line Ayakakaku,hanakaku,plant_hanakaku_18.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/変わり蔓花角.jpg,変わり蔓花角,花角｜はなかく,plant,changing vine flower horn,hanakaku,plant_hanakaku_19.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/蔓花角.jpg,蔓花角,花角｜はなかく,plant,vine flower angle,hanakaku,plant_hanakaku_20.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/裏花角.jpg,裏花角,花角｜はなかく,plant,back flower corner,hanakaku,plant_hanakaku_21.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-42.gif,五瓜に四方剣花菱,花菱｜はなびし,plant,Four-way sword Hanabishi on five melons,hanabishi,plant_hanabishi_45.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-37.gif,亀甲花菱,花菱｜はなびし,plant,Tortoise shell flower diamond,hanabishi,plant_hanabishi_46.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-33.gif,亀甲に四方花菱,花菱｜はなびし,plant,Tortoiseshell with four-sided flower pattern,hanabishi,plant_hanabishi_47.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-32.gif,丸に亀甲に花菱,花菱｜はなびし,plant,"Round, tortoiseshell, and flower pattern",hanabishi,plant_hanabishi_48.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/5-28.gif,亀甲に三つ盛り亀甲花菱,花菱｜はなびし,plant,Three tortoiseshell flowers on a tortoiseshell,hanabishi,plant_hanabishi_49.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-26.gif,三つ盛り亀甲に花菱,花菱｜はなびし,plant,Hanabishi on three hexagonal tortoise shells,hanabishi,plant_hanabishi_50.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/7-24.gif,三つ盛り亀甲に剣花菱,花菱｜はなびし,plant,Three-plated tortoise shell with sword flower biscuit,hanabishi,plant_hanabishi_51.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/8-24.gif,丸に三つ盛り亀甲花菱,花菱｜はなびし,plant,Three circles of tortoiseshell flowers,hanabishi,plant_hanabishi_52.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/9-23.gif,七宝に花菱,花菱｜はなびし,plant,Cloisonne and Hanabishi,hanabishi,plant_hanabishi_53.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/10-23.gif,丸に七宝に花菱,花菱｜はなびし,plant,"Circle, cloisonné, and hanabishi",hanabishi,plant_hanabishi_54.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/11-23.gif,丸に花菱,花菱｜はなびし,plant,Hanabishi in the circle,hanabishi,plant_hanabishi_55.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/12-23.gif,丸に四方花菱,花菱｜はなびし,plant,A circle with a four-sided flower pattern,hanabishi,plant_hanabishi_56.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/13-21.gif,石持ち地抜き花菱,花菱｜はなびし,plant,Hanabishi without stones,hanabishi,plant_hanabishi_57.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/14-21.gif,丸に剣花菱,花菱｜はなびし,plant,Sword flower bishi in a circle,hanabishi,plant_hanabishi_58.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/15-20.gif,丸に四方剣花菱,花菱｜はなびし,plant,Circle with four-sided sword Hanabishi,hanabishi,plant_hanabishi_59.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/16-18.gif,石持ち地抜き四方剣花菱,花菱｜はなびし,plant,Four-way sword Hanabishi without stone holding area,hanabishi,plant_hanabishi_60.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/17-17.gif,三つ割り花菱,花菱｜はなびし,plant,Three-split Hanabishi,hanabishi,plant_hanabishi_61.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/18-17.gif,花菱,花菱｜はなびし,plant,Hanabishi,hanabishi,plant_hanabishi_62.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/19-17.gif,四方花菱,花菱｜はなびし,plant,Four-way flower bison,hanabishi,plant_hanabishi_63.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/20-17.gif,四方剣花菱,花菱｜はなびし,plant,Four-way sword Hanabishi,hanabishi,plant_hanabishi_64.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/21-16.gif,剣花菱,花菱｜はなびし,plant,Sword Hanabishi,hanabishi,plant_hanabishi_65.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/22-17.gif,丸に三つ割り花菱,花菱｜はなびし,plant,Hanabishi divided into three circles,hanabishi,plant_hanabishi_66.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/23-17.gif,割り花菱,花菱｜はなびし,plant,split flower rhombus,hanabishi,plant_hanabishi_67.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/24-17.gif,隅切り角に花菱,花菱｜はなびし,plant,Hanabishi on the cut corner,hanabishi,plant_hanabishi_68.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/25-17.gif,中陰菱に花菱,花菱｜はなびし,plant,Hanabishi in the middle shade,hanabishi,plant_hanabishi_69.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/26-15.gif,四つ花菱,花菱｜はなびし,plant,four hanabishi,hanabishi,plant_hanabishi_70.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/27-12.gif,菱に花菱,花菱｜はなびし,plant,Hanabishi on a rhombus,hanabishi,plant_hanabishi_71.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/31-10.gif,石持ち地抜き七宝に花菱,花菱｜はなびし,plant,Cloisonné and Hanabishi without stones,hanabishi,plant_hanabishi_72.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/29-11.gif,藤輪に花菱,花菱｜はなびし,plant,Hanabishi on Fujiwa,hanabishi,plant_hanabishi_73.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/30-10.gif,三つ松に四方花菱,花菱｜はなびし,plant,Three pine trees and four hanabishi flowers,hanabishi,plant_hanabishi_74.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/34-10.gif,三方花菱,花菱｜はなびし,plant,Mikata Hanabishi,hanabishi,plant_hanabishi_75.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/42-9.gif,三つ寄せ花菱,花菱｜はなびし,plant,Three-piece hanabishi,hanabishi,plant_hanabishi_76.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/33-10.gif,浮線蝶に花菱,花菱｜はなびし,plant,Hanabishi on floating line butterfly,hanabishi,plant_hanabishi_77.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/28-11.gif,三つ盛り花菱,花菱｜はなびし,plant,Three flower diamonds,hanabishi,plant_hanabishi_78.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/35-10.gif,変わり二つ剣花菱,花菱｜はなびし,plant,"Two unusual swords, Hanabishi",hanabishi,plant_hanabishi_79.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/36-10.gif,菱持ち地抜き花菱,花菱｜はなびし,plant,Hanabishi without diamond holding area,hanabishi,plant_hanabishi_80.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/37-10.gif,朧花菱,花菱｜はなびし,plant,Oboro Hanabishi,hanabishi,plant_hanabishi_81.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/38-10.gif,鬼花菱,花菱｜はなびし,plant,Onihanabishi,hanabishi,plant_hanabishi_82.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/39-10.gif,郡山花菱,花菱｜はなびし,plant,Koriyama Hanabishi,hanabishi,plant_hanabishi_83.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/40-10.gif,利休花菱,花菱｜はなびし,plant,Rikyu Hanabishi,hanabishi,plant_hanabishi_84.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/41-9.gif,むくみ花菱,花菱｜はなびし,plant,Swelling Hanabishi,hanabishi,plant_hanabishi_85.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/32-10.gif,割り七宝に花菱,花菱｜はなびし,plant,Hanabishi on split cloisonné,hanabishi,plant_hanabishi_86.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/43-9.gif,石持ち地抜き剣花菱,花菱｜はなびし,plant,Ishi-mochiji-duki sword Hanabishi,hanabishi,plant_hanabishi_87.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/44-9.gif,変わり蔓花菱,花菱｜はなびし,plant,Changing vine flower bishi,hanabishi,plant_hanabishi_88.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/45-8.gif,三つ追い花菱巴,花菱｜はなびし,plant,Mitsuoi Hanabishi Tomoe,hanabishi,plant_hanabishi_89.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/46-8.gif,中陰変わり花菱,花菱｜はなびし,plant,Mid-shade change Hanabishi,hanabishi,plant_hanabishi_90.jpg
