image_link,description,subcategory_title,category_title,English_Description,English_Subcategory_Title,English_Subcategory
https://kamondb.com/wp/wp-content/uploads/2019/10/43-7.gif,丸に笹竜胆,笹｜ささ,plant,Sasa dragon in circle,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/44-7.gif,向かい笹菱,笹｜ささ,plant,Opposite Sasabishi,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/45-7.gif,六角九枚笹,笹｜ささ,plant,Hexagonal nine pieces of bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/46-7.gif,九枚笹車,笹｜ささ,plant,Nine bamboo grass cars,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/47-6.gif,仙台笹,笹｜ささ,plant,Sendai bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/48-6.gif,丸に三つ折れ笹,笹｜ささ,plant,Three folded bamboo leaves in a circle,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/49-6.gif,変わり枝笹,笹｜ささ,plant,Changing branch bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/24-13.gif,丸に十五枚笹,笹｜ささ,plant,Fifteen bamboo leaves in a circle,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/51-5.gif,割り笹竜胆,笹｜ささ,plant,Split bamboo ryundan,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/52-5.gif,三つ割り笹竜胆,笹｜ささ,plant,Tri-split bamboo grass,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/53-5.gif,三つ笹竜胆,笹｜ささ,plant,Three bamboo leaves,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/54-5.gif,頭合わせ三つ笹竜胆,笹｜ささ,plant,Three bamboo leaves,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/55-5.gif,笹竜胆菱,笹｜ささ,plant,Bamboo dragon and rhombus,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/稲葉九枚笹.jpg,稲葉九枚笹,笹｜ささ,plant,Inaba nine bamboo grass,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/陰九枚笹.jpg,陰九枚笹,笹｜ささ,plant,Shade nine bamboo grass,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/陰根笹.jpg,陰根笹,笹｜ささ,plant,Undergrowth bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/陰雪持ち笹.jpg,陰雪持ち笹,笹｜ささ,plant,Sasa with shade and snow,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/外環に九枚笹.jpg,外環に九枚笹,笹｜ささ,plant,Nine bamboo leaves in the outer ring,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/外雪輪に十五枚笹.jpg,外雪輪に十五枚笹,笹｜ささ,plant,Fifteen bamboo leaves outside in the snow,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/50-5.gif,石持ち地抜き笹竜胆,笹｜ささ,plant,Ishimojijiki Sasa Ryudo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に頭合わせ九枚笹.jpg,丸に頭合わせ九枚笹,笹｜ささ,plant,Nine bamboo leaves arranged in a circle,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に頭合わせ十五枚笹.jpg,丸に頭合わせ十五枚笹,笹｜ささ,plant,15 bamboo leaves in a circle,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/割り篠笹.jpg,割り篠笹,笹｜ささ,plant,Warisano bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/岩村笹.jpg,岩村笹,笹｜ささ,plant,Iwamura Sasa,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/杵築笹.jpg,杵築笹,笹｜ささ,plant,Kitsuki Sasa,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/九枚根笹.jpg,九枚根笹,笹｜ささ,plant,Nine roots bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/熊笹.jpg,熊笹,笹｜ささ,plant,Kuma bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/細輪にイの字笹.jpg,細輪にイの字笹,笹｜ささ,plant,A-shaped bamboo on narrow wheels,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/笹庵に脹雀.jpg,笹庵に脹雀,笹｜ささ,plant,A sparrow in a bamboo hermitage,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/笹丸1.jpg,笹丸1,笹｜ささ,plant,Sasamaru 1,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/笹七宝九枚笹.jpg,笹七宝九枚笹,笹｜ささ,plant,Bamboo cloisonné nine pieces of bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/笹舟.jpg,笹舟,笹｜ささ,plant,Sasafune,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ追い十五枚笹.jpg,三つ追い十五枚笹,笹｜ささ,plant,Three pieces of bamboo grass,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ割り篠笹.jpg,三つ割り篠笹,笹｜ささ,plant,Tri-split Shino bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/笹浮線綾.jpg,笹浮線綾,笹｜ささ,plant,Sasauki line Aya,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/三枚熊笹.jpg,三枚熊笹,笹｜ささ,plant,Sanmaikuma bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/三枚笹竜胆.jpg,三枚笹竜胆,笹｜ささ,plant,Three bamboo leaves,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/三枚上がり笹.jpg,三枚上がり笹,笹｜ささ,plant,Three bamboo leaves,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/枝笹.jpg,枝笹,笹｜ささ,plant,Branch bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/糸輪に三つ篠笹.jpg,糸輪に三つ篠笹,笹｜ささ,plant,Three bamboo leaves in the thread ring,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/糸輪に豆笹竜胆.jpg,糸輪に豆笹竜胆,笹｜ささ,plant,Mamezasa ryudan on the thread ring,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/十五枚笹.jpg,十五枚笹,笹｜ささ,plant,15 pieces of bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/十五枚笹に八重裏梅-1.jpg,十五枚笹に八重裏梅,笹｜ささ,plant,Fifteen bamboo leaves and double plum blossoms,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/若根笹.jpg,若根笹,笹｜ささ,plant,Wakane Sasa,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/石持ち地抜き九枚笹.jpg,石持ち地抜き九枚笹,笹｜ささ,plant,Nine bamboo leaves without stones,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/重ね九枚笹.jpg,重ね九枚笹,笹｜ささ,plant,Stacked nine pieces of bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/十枚笹.jpg,十枚笹,笹｜ささ,plant,ten bamboo leaves,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/竹亀甲に九枚笹.jpg,竹亀甲に九枚笹,笹｜ささ,plant,Nine pieces of bamboo on bamboo tortoise shell,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/竹輪に九枚笹.jpg,竹輪に九枚笹,笹｜ささ,plant,Nine bamboo leaves in a bamboo ring,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/竹輪に篠笹.jpg,竹輪に篠笹,笹｜ささ,plant,Chikuwa and Shinosasa,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/中輪に十五枚笹.jpg,中輪に十五枚笹,笹｜ささ,plant,15 pieces of bamboo in the middle ring,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/中輪に二本竹と笹.jpg,中輪に二本竹と笹,笹｜ささ,plant,Two bamboos and bamboo in the middle ring,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/八つ鐶に九枚笹.jpg,八つ鐶に九枚笹,笹｜ささ,plant,Eight bamboo leaves and nine bamboo leaves,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/六角笹に三段梯子.jpg,六角笹に三段梯子,笹｜ささ,plant,Three-step ladder on hexagonal bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/又付き変わり根笹.jpg,又付き変わり根笹,笹｜ささ,plant,Matagawa root bamboo,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/変わり笹車.jpg,変わり笹車,笹｜ささ,plant,Changed bamboo car,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/六角松葉に九枚笹.jpg,六角松葉に九枚笹,笹｜ささ,plant,Nine bamboo leaves on hexagonal pine needles,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/15maisasanimukaisuzume.png,十五枚笹に向い雀,笹｜ささ,plant,A sparrow facing 15 bamboo leaves,Sasa | Sasa,Sasa | Sasa
https://kamondb.com/wp/wp-content/uploads/2019/10/1-22.gif,歯朶の丸,歯朶｜しだ,plant,Toothball circle,Toothpaste｜Shida,Toothpaste｜Shida
https://kamondb.com/wp/wp-content/uploads/2019/10/1-23.gif,一つ立ち棕櫚,棕櫚｜しゅろ,plant,one standing palm,Palm | Palm,Palm | Palm
https://kamondb.com/wp/wp-content/uploads/2019/10/2-19.gif,抱き棕櫚,棕櫚｜しゅろ,plant,hugging palm,Palm | Palm,Palm | Palm
https://kamondb.com/wp/wp-content/uploads/2019/10/向かい棕櫚菱.jpg,向かい棕櫚菱,棕櫚｜しゅろ,plant,Opposite palm palm,Palm | Palm,Palm | Palm
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ割り棕櫚.jpg,三つ割り棕櫚,棕櫚｜しゅろ,plant,three-split palm,Palm | Palm,Palm | Palm
https://kamondb.com/wp/wp-content/uploads/2019/10/変わり抱き棕櫚.jpg,変わり抱き棕櫚,棕櫚｜しゅろ,plant,changing palm,Palm | Palm,Palm | Palm
https://kamondb.com/wp/wp-content/uploads/2019/10/入れ違い棕櫚.jpg,入れ違い棕櫚,棕櫚｜しゅろ,plant,Misplaced palm,Palm | Palm,Palm | Palm
https://kamondb.com/wp/wp-content/uploads/2019/10/長江棕櫚.jpg,長江棕櫚,棕櫚｜しゅろ,plant,Yangtze palm,Palm | Palm,Palm | Palm
https://kamondb.com/wp/wp-content/uploads/2019/10/1-24.gif,抱き水仙,水仙｜すいせん,plant,Daffodils,Daffodil｜Daffodil,Daffodil｜Daffodil
https://kamondb.com/wp/wp-content/uploads/2019/10/五つ水仙車.jpg,五つ水仙車,水仙｜すいせん,plant,five daffodil wheel,Daffodil｜Daffodil,Daffodil｜Daffodil
https://kamondb.com/wp/wp-content/uploads/2019/10/水仙の花.jpg,水仙の花,水仙｜すいせん,plant,daffodil flower,Daffodil｜Daffodil,Daffodil｜Daffodil
https://kamondb.com/wp/wp-content/uploads/2019/10/変わり水仙の花.jpg,変わり水仙の花,水仙｜すいせん,plant,changing daffodil flowers,Daffodil｜Daffodil,Daffodil｜Daffodil
https://kamondb.com/wp/wp-content/uploads/2019/10/抱き水仙に三つ鱗.jpg,抱き水仙に三つ鱗,水仙｜すいせん,plant,Three scales on a hugging daffodil,Daffodil｜Daffodil,Daffodil｜Daffodil
https://kamondb.com/wp/wp-content/uploads/2019/10/葉敷き向こう水仙.jpg,葉敷き向こう水仙,水仙｜すいせん,plant,Daffodils on the other side of the leaf bed,Daffodil｜Daffodil,Daffodil｜Daffodil
https://kamondb.com/wp/wp-content/uploads/2019/10/1-25.gif,一本杉,杉｜すぎ,plant,Ipponsugi,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/2-20.gif,丸に一本杉,杉｜すぎ,plant,One cedar in a circle,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/3-21.gif,二本杉,杉｜すぎ,plant,Nihonsugi,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/4-20.gif,丸に二本杉,杉｜すぎ,plant,Two cedars in a circle,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/5-18.gif,三本杉,杉｜すぎ,plant,Sanbonsugi,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/6-15.gif,丸に三本杉1,杉｜すぎ,plant,Three cedars in a circle 1,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/7-15.gif,丸に三本杉2,杉｜すぎ,plant,Three cedars in a circle 2,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/8-16.gif,三つ追い杉,杉｜すぎ,plant,Mitsuoisugi,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/9-16.gif,割り杉,杉｜すぎ,plant,split cedar,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/11-15.gif,割り杉菱,杉｜すぎ,plant,Warisugibishi,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/10-16.gif,頭合わせ三つ割り杉,杉｜すぎ,plant,three-split cedar,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/12-16.gif,丸に覗き二本杉,杉｜すぎ,plant,Two cedars peeking into the circle,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/10/御鏡に杉.jpg,御鏡に杉,杉｜すぎ,plant,Cedar in the mirror,Sugi | Sugi,Sugi | Sugi
https://kamondb.com/wp/wp-content/uploads/2019/11/抱き芒.jpg,抱き薄,薄・芒｜すすき,plant,Hugging thin,Thin/Awn｜Susuki,Thin/Awn｜Susuki
https://kamondb.com/wp/wp-content/uploads/2019/11/芒の丸.jpg,薄の丸,薄・芒｜すすき,plant,thin circle,Thin/Awn｜Susuki,Thin/Awn｜Susuki
https://kamondb.com/wp/wp-content/uploads/2019/11/三つ追い芒.jpg,三つ追い薄,薄・芒｜すすき,plant,Three chases thin,Thin/Awn｜Susuki,Thin/Awn｜Susuki
https://kamondb.com/wp/wp-content/uploads/2019/11/芒に四羽飛び雁-1.jpg,薄に四羽飛び雁,薄・芒｜すすき,plant,Four geese flying thinly,Thin/Awn｜Susuki,Thin/Awn｜Susuki
https://kamondb.com/wp/wp-content/uploads/2019/11/薄丸輪.jpg,薄丸輪,薄・芒｜すすき,plant,thin round ring,Thin/Awn｜Susuki,Thin/Awn｜Susuki
https://kamondb.com/wp/wp-content/uploads/2019/11/一つ菫.jpg,一つ菫,菫｜すみれ,plant,one violet,Violet | Sumire,Violet | Sumire
https://kamondb.com/wp/wp-content/uploads/2019/11/抱き菫.jpg,抱き菫,菫｜すみれ,plant,Dakimakura violet,Violet | Sumire,Violet | Sumire
https://kamondb.com/wp/wp-content/uploads/2019/11/三つ葉菫.jpg,三つ葉菫,菫｜すみれ,plant,trefoil violet,Violet | Sumire,Violet | Sumire
https://kamondb.com/wp/wp-content/uploads/2019/11/菫車.jpg,菫車,菫｜すみれ,plant,violet wheel,Violet | Sumire,Violet | Sumire
https://kamondb.com/wp/wp-content/uploads/2019/11/菫胡蝶.jpg,菫胡蝶,菫｜すみれ,plant,Violet butterfly,Violet | Sumire,Violet | Sumire
https://kamondb.com/wp/wp-content/uploads/2019/10/9-17.gif,石竹,石竹｜せきちく,plant,stone bamboo,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/10-17.gif,丸に石竹,石竹｜せきちく,plant,Stone bamboo in the circle,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/11-16.gif,中陰石竹,石竹｜せきちく,plant,Chuin stone bamboo,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/12-17.gif,割り石竹,石竹｜せきちく,plant,split stone bamboo,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/13-15.gif,三つ割り石竹,石竹｜せきちく,plant,three-split stone bamboo,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/14-15.gif,糸輪に覗き石竹,石竹｜せきちく,plant,Peeking stone bamboo on the thread ring,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/15-14.gif,石竹胡蝶,石竹｜せきちく,plant,stone bamboo butterfly,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/陰石竹.jpg,陰石竹,石竹｜せきちく,plant,Kageshitake,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/菱に覗き石竹.jpg,菱に覗き石竹,石竹｜せきちく,plant,Stone bamboo peeking into the diamond,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/10/浮線石竹.jpg,浮線石竹,石竹｜せきちく,plant,floating line stone bamboo,Ishitake｜Sekiku,Ishitake｜Sekiku
https://kamondb.com/wp/wp-content/uploads/2019/11/割り大根.jpg,割り大根,大根｜だいこん,plant,Split radish,Radish | Radish,Radish | Radish
https://kamondb.com/wp/wp-content/uploads/2019/11/違い大根.jpg,違い大根,大根｜だいこん,plant,difference radish,Radish | Radish,Radish | Radish
https://kamondb.com/wp/wp-content/uploads/2019/10/39-8.gif,切り竹に笹,竹｜たけ,plant,Cut bamboo and bamboo,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/2-21.gif,切り竹来留子,竹｜たけ,plant,Kiriko Kiriko,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/25-13.gif,丸に切り竹笹に笠,竹｜たけ,plant,Cut bamboo into circles and put on a hat,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/1-26.gif,源氏輪に二つ切り竹,竹｜たけ,plant,Bamboo cut in two into a Genji ring,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/27-10.gif,丸に二本竹笹,竹｜たけ,plant,Two bamboo bamboos in a circle,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/6-16.gif,丸に並び切り竹,竹｜たけ,plant,Bamboo cut in a circle,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/7-16.gif,丸に切り竹十字,竹｜たけ,plant,Bamboo cross cut into a circle,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/31-8.gif,丸に篠付き切り竹笹,竹｜たけ,plant,Cut bamboo bamboo with round edges,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/35-8.gif,丸に切り竹笹,竹｜たけ,plant,Bamboo bamboo cut into circles,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/11-17.gif,竹輪,竹｜たけ,plant,Chikuwa,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/26-12.gif,丸に変わり切り竹笹に笠,竹｜たけ,plant,"Instead of a circle, it is cut into a bamboo bamboo hat.",Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/丸に二本竹に笠.jpg,丸に二本竹に笠,竹｜たけ,plant,Two bamboos in a circle and a hat,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/三つ竹輪違い.jpg,三つ竹輪違い,竹｜たけ,plant,three bamboo rings different,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/竹亀甲に九枚笹-1.jpg,竹亀甲に九枚笹,竹｜たけ,plant,Nine pieces of bamboo on bamboo tortoise shell,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/竹輪に九枚笹-1.jpg,竹輪に九枚笹,竹｜たけ,plant,Nine bamboo leaves in a bamboo ring,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/竹輪に篠笹-1.jpg,竹輪に篠笹,竹｜たけ,plant,Chikuwa and Shinosasa,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/中輪に三つ切り竹.jpg,中輪に三つ切り竹,竹｜たけ,plant,Bamboo cut into three middle rings,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/中輪に二本竹と笹-1.jpg,中輪に二本竹と笹,竹｜たけ,plant,Two bamboos and bamboo in the middle ring,Bamboo | Bamboo,Bamboo | Bamboo
https://kamondb.com/wp/wp-content/uploads/2019/10/1-27.gif,五瓜に橘,橘｜たちばな,plant,Five melons and tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/2-22.gif,六つ鐶に橘,橘｜たちばな,plant,Tachibana on Rokutsutoir,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/3-22.gif,亀甲に橘,橘｜たちばな,plant,Tachibana on turtle shell,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/4-21.gif,一重亀甲に橘,橘｜たちばな,plant,Single tortoiseshell and tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/5-19.gif,橘,橘｜たちばな,plant,Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/6-17.gif,丸に橘,橘｜たちばな,plant,Tachibana in a circle,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/7-17.gif,菊座橘,橘｜たちばな,plant,Kikuza Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/8-17.gif,向かい橘,橘｜たちばな,plant,Opposite Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/9-18.gif,三つ橘,橘｜たちばな,plant,Mitsutachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/10-18.gif,隅切り角に橘,橘｜たちばな,plant,Tachibana on the cut corner,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/11-18.gif,三つ割り橘,橘｜たちばな,plant,Three-split orange,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/12-18.gif,角立て井筒に橘,橘｜たちばな,plant,Tachibana in a square izutsu,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/13-16.gif,井桁に菊座橘,橘｜たちばな,plant,Kikuza Tachibana on Igeta,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/25-14.gif,糸菱に覗き橘,橘｜たちばな,plant,Tachibana peeking into Itobishi,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/15-15.gif,菱に橘,橘｜たちばな,plant,Diamond and Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/24-14.gif,三つ割り向こう橘,橘｜たちばな,plant,Three-split Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/17-14.gif,久世橘,橘｜たちばな,plant,Kuze Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/20-14.gif,石持ち地抜き橘,橘｜たちばな,plant,Tachibana without stones,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/14-16.gif,丸に三つ橘,橘｜たちばな,plant,Three oranges in a circle,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/16-14.gif,丸に組み合わせ枡に橘,橘｜たちばな,plant,Tachibana in a square combined in a circle,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/杏葉橘.jpg,杏葉橘,橘｜たちばな,plant,apricot leaf tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/19-14.gif,総陰丸に橘,橘｜たちばな,plant,Tachibana in the whole shade circle,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/18-14.gif,丸に三つ足橘（三茎橘）,橘｜たちばな,plant,Three-legged tachibana in a circle (three-legged tachibana),Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/21-13.gif,向こう橘,橘｜たちばな,plant,Beyond Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/22-14.gif,日蓮宗橘,橘｜たちばな,plant,Nichiren Sect Tachibana,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/23-14.gif,橘崩し,橘｜たちばな,plant,Tachibana crumble,Tachibana｜Tachibana,Tachibana｜Tachibana
https://kamondb.com/wp/wp-content/uploads/2019/10/糸輪に豆向こう橘.jpg,糸輪に豆向こう橘,橘｜たちばな,plant,Tachibana on the other side of the bean on the thread ring,Tachibana｜Tachibana,Tachibana｜Tachibana
